Storetype,Lang,Q2a,Q2b,Q3a,Q3b,Q3c,Q3d,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q5,Q6,Q7,Q8a,Q8d,Q8c,Q8e,Q8b,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16
1,1,4,3,5,4,5,5,5,2,3,4,3,5,5,5,5,5,5,1,4,2,4,1,4,1,1,4,2,1,1,1,1,84121
1,1,,,6,6,6,6,5,,5,,5,,5,5,,,5,,1,2,2,2,2,2,1,,1,2,2,5,4,84121
1,1,5,5,5,5,5,5,2,1,1,3,3,3,5,3,1,1,5,1,1,3,4,4,4,3,2,5,1,1,2,5,4,84121
1,1,3,3,2,1,4,2,5,5,5,5,5,5,5,5,3,3,5,1,1,2,4,3,4,4,2,4,2,1,2,4,4,84121
1,1,4,2,4,6,3,3,4,3,3,4,3,4,4,4,2,3,5,1,1,2,3,1,4,2,1,4,1,1,1,5,2,84047
1,1,1,1,4,2,4,4,5,2,3,4,4,3,4,4,5,1,5,1,1,4,4,3,4,1,1,4,1,1,2,3,4,84065
1,1,2,1,3,6,3,3,5,2,5,5,5,5,5,5,5,5,5,1,1,4,1,1,3,4,1,4,1,2,2,4,2,84121
1,1,4,2,5,6,5,6,3,2,2,4,4,5,4,3,4,4,5,1,1,1,3,1,4,2,1,5,1,2,1,3,3,84121
1,1,2,1,4,6,5,2,5,4,4,5,4,5,5,5,5,5,5,1,1,3,4,2,4,4,1,4,2,1,1,2,2,84123
1,1,3,4,4,3,4,3,4,3,3,2,5,5,5,5,5,4,5,1,1,2,4,4,4,3,2,4,1,1,1,3,4,84121
1,1,2,2,5,6,6,6,5,2,3,3,3,5,4,3,3,3,5,1,3,2,4,1,1,1,2,4,2,2,2,2,3,84124
1,1,1,1,4,6,4,6,5,4,3,4,5,5,4,5,3,4,5,1,1,2,3,1,3,1,1,5,1,2,1,5,3,84121
1,1,3,4,5,6,6,2,2,4,4,1,2,5,5,5,5,5,5,1,2,1,3,1,2,1,1,4,2,2,2,2,2,84047
1,1,2,3,5,3,3,3,2,4,4,3,3,4,4,4,4,4,5,1,2,1,4,2,3,2,1,4,2,1,2,2,3,84121
1,1,2,1,4,6,4,4,5,1,4,4,4,5,3,3,4,2,5,1,1,1,3,1,4,1,2,,1,2,2,5,4,84121
1,1,5,3,5,5,5,5,4,3,2,2,3,5,4,3,1,1,5,1,1,1,3,1,3,1,1,5,1,2,1,5,3,84117
1,1,4,1,5,5,5,4,5,3,2,3,3,5,5,4,3,4,5,1,2,2,3,2,2,1,1,4,2,1,1,1,2,84604
1,1,2,1,5,5,2,2,5,2,2,5,5,5,5,5,5,1,5,1,1,2,4,4,4,3,2,5,1,2,1,5,4,84121
1,1,4,3,5,3,4,4,3,3,4,3,3,4,4,2,3,3,5,1,1,2,2,1,3,1,1,4,1,2,2,5,4,84121
1,1,4,2,4,6,5,2,2,4,4,4,4,5,4,5,5,4,5,1,1,1,3,2,3,1,2,4,1,2,1,5,4,84121
1,1,3,2,4,3,4,2,4,3,5,4,3,5,5,4,5,5,5,1,1,2,4,1,3,4,1,4,1,1,2,2,3,84121
1,1,4,4,3,3,4,4,4,2,4,4,3,5,5,4,4,4,4,2,,4,3,3,3,4,2,4,2,2,2,2,3,84095
1,1,1,1,3,6,5,3,5,3,3,4,3,5,5,5,5,4,4,1,2,1,4,3,1,1,2,3,2,2,1,2,4,84121
1,1,3,2,4,4,4,4,4,2,3,4,4,3,4,3,3,3,4,1,1,3,3,3,4,2,1,4,1,2,2,4,2,84119
1,1,4,2,5,2,4,4,4,2,2,2,2,1,1,2,1,1,4,1,1,4,3,4,3,1,2,5,1,2,2,5,4,84121
1,1,5,5,5,5,5,5,1,1,1,5,1,3,3,5,3,1,4,1,2,2,3,3,3,2,1,5,2,2,2,1,3,84121
1,1,3,1,5,4,4,3,5,2,3,3,4,5,5,5,5,4,4,1,1,2,4,3,4,2,2,3,1,2,2,5,3,84093
1,1,1,1,5,6,2,2,5,4,4,4,5,5,5,5,5,5,4,2,,2,3,1,4,1,,4,1,2,1,5,4,84318
1,1,4,1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,,2,2,4,1,2,2,4,2,84121
1,1,3,1,3,4,5,4,5,2,4,5,5,5,5,5,5,4,4,1,1,3,3,3,4,3,1,4,1,1,1,5,3,84121
1,1,3,2,5,5,5,4,4,3,3,4,4,5,4,3,3,1,4,1,1,2,3,3,4,1,2,4,1,2,2,3,3,84117
1,1,3,3,3,3,4,4,4,4,4,5,3,5,3,4,5,5,4,1,1,3,4,1,3,3,1,4,2,2,2,1,4,84047
1,1,4,2,5,5,4,6,4,3,2,3,3,5,5,5,4,4,4,1,1,1,4,2,3,1,1,4,1,2,2,5,4,84121
1,1,4,,5,3,5,3,4,2,2,4,3,5,5,5,4,3,4,1,1,3,3,2,4,3,1,4,1,2,1,3,1,84084
1,1,4,2,5,6,5,4,3,2,1,4,2,4,5,3,4,4,4,1,2,2,4,2,2,1,1,4,2,2,2,1,3,84121
1,1,4,4,5,5,5,4,4,3,3,4,4,4,3,3,4,4,4,1,1,1,4,2,3,1,1,5,2,2,1,2,4,84121
1,1,3,3,5,3,3,2,5,1,4,4,4,5,5,5,4,5,4,2,,3,3,4,1,3,2,4,2,1,2,1,2,84121
1,1,3,3,5,6,5,5,4,3,2,3,4,4,4,4,4,4,4,1,1,1,3,3,4,1,2,4,1,2,2,3,3,84121
1,1,1,1,5,6,5,3,2,3,3,3,4,4,4,4,3,2,4,1,1,3,3,3,4,2,,5,1,2,2,4,4,84121
1,1,3,2,4,3,4,4,4,2,3,4,4,5,5,4,4,5,4,1,1,1,3,2,3,1,2,5,1,2,1,3,3,84093
1,1,3,1,4,6,3,2,4,2,4,4,4,5,4,5,5,5,4,1,1,2,4,2,4,2,2,3,1,2,2,5,3,84121
1,1,2,2,3,3,3,3,4,4,4,4,4,5,5,5,5,5,4,1,1,3,3,2,3,3,2,3,2,2,1,3,3,84109
1,1,3,2,5,5,2,2,1,1,3,3,4,4,4,5,4,5,4,1,1,2,4,3,3,3,1,4,2,1,2,1,3,84604
1,1,3,2,2,3,5,4,5,4,5,4,5,5,5,3,3,5,4,1,3,1,3,2,3,2,1,2,1,2,2,5,4,84095
1,1,3,3,5,4,5,4,5,3,5,4,4,5,5,5,5,5,4,1,1,1,3,1,4,,,4,1,1,1,1,2,84121
1,1,2,,4,,,,4,3,4,3,4,3,4,3,3,2,4,1,1,1,1,1,3,1,1,4,1,2,2,5,4,84121
1,1,1,1,5,6,2,2,5,3,5,5,5,5,5,5,5,5,4,1,1,1,4,4,4,1,2,5,1,2,1,3,4,84121
1,1,5,3,5,6,5,6,5,1,4,3,2,4,5,5,5,4,4,1,1,2,3,1,2,2,1,4,1,2,2,5,2,84121
1,1,2,1,2,6,3,3,4,3,5,2,4,5,2,4,4,5,4,1,1,2,4,4,4,3,1,4,1,2,1,4,4,84121
1,1,3,2,2,3,3,2,4,3,4,3,5,5,5,5,5,5,4,1,1,2,3,2,3,2,2,4,1,1,2,2,2,84121
1,1,4,4,2,3,4,4,4,3,4,3,3,4,4,5,4,2,4,1,2,2,3,2,2,2,2,3,2,1,1,1,4,84121
1,1,2,3,3,6,5,4,4,3,3,5,3,4,4,4,4,4,4,1,1,3,3,3,3,4,1,4,1,2,1,2,3,84121
1,1,5,2,5,6,6,6,4,2,3,3,4,4,2,1,4,4,4,2,,2,4,2,2,1,1,5,2,2,2,1,2,84121
1,1,2,1,5,6,6,6,5,3,5,4,5,5,5,5,5,5,4,1,1,1,3,3,4,1,2,3,1,2,1,3,3,84121
1,1,1,,4,4,4,4,5,4,3,4,5,4,5,5,5,4,4,1,1,,4,2,3,4,2,4,2,2,2,5,2,84121
1,1,4,2,5,3,3,3,5,2,2,2,4,5,5,5,5,5,4,2,,1,4,3,2,1,2,3,1,2,2,5,3,84121
1,1,4,2,4,3,4,1,4,4,4,5,5,5,5,5,4,5,4,1,1,1,2,1,3,2,1,4,1,2,2,5,4,84121
1,1,4,2,4,4,5,3,5,4,5,5,3,5,5,5,4,5,4,1,1,1,4,4,4,1,2,4,1,2,2,4,4,84121
1,1,5,5,5,5,5,5,1,3,4,4,4,5,4,5,5,5,4,1,1,3,4,2,4,3,1,4,1,2,2,4,3,84121
1,1,5,5,1,1,,,1,5,3,4,4,4,4,4,4,4,4,1,1,1,,1,1,1,1,3,1,2,2,1,2,84121
1,1,3,3,4,6,6,6,3,3,3,3,3,4,5,3,3,3,4,1,2,1,2,1,2,1,2,4,2,2,1,2,2,84121
1,1,2,1,5,4,4,3,,,,,,,,,,,4,2,,3,3,2,2,4,2,4,2,1,2,1,1,84121
1,1,3,,,6,3,3,5,3,2,3,,5,5,5,5,5,3,1,3,1,1,1,1,1,,3,,,,,,
1,1,3,1,5,3,3,1,4,1,5,3,3,5,5,5,3,3,3,1,3,2,4,1,4,1,1,3,1,2,2,1,1,84121
1,1,4,2,4,4,5,5,4,4,2,4,3,4,4,4,4,3,3,1,1,3,2,1,4,3,1,4,1,2,1,2,1,84129
1,1,3,3,5,6,6,6,5,3,3,5,3,4,4,1,3,2,3,1,1,1,3,3,3,2,2,4,1,2,2,2,4,84121
1,1,4,2,4,3,4,4,2,2,2,3,3,4,4,2,3,3,3,2,,2,4,3,2,2,1,4,2,2,2,1,4,84121
1,1,2,1,3,4,2,2,5,5,5,3,5,5,5,5,5,5,3,1,1,2,4,4,4,2,1,4,2,2,1,2,2,84115
1,1,4,4,5,4,4,4,1,3,1,2,3,2,4,2,3,1,3,1,1,2,3,2,3,1,2,5,1,2,1,2,3,84065
1,1,1,1,5,6,6,6,5,3,5,5,5,5,5,5,5,5,3,1,1,1,4,2,3,2,1,4,1,2,1,5,2,84121
1,1,4,4,5,4,5,4,1,1,2,1,3,5,4,2,3,5,3,2,,1,1,1,1,1,1,4,2,2,2,1,3,84663
1,1,3,2,5,5,5,3,4,4,2,3,3,5,4,4,5,5,3,1,1,2,3,4,4,1,2,4,1,2,2,4,4,84121
1,1,5,5,5,4,5,4,1,1,1,1,2,2,2,1,2,1,3,1,1,1,2,1,4,2,2,4,2,2,1,5,2,84093
1,1,2,2,5,6,4,4,5,1,3,3,3,5,5,3,3,4,3,1,1,1,1,1,3,1,1,5,1,2,1,5,2,84121
1,1,3,3,4,6,5,6,3,3,4,3,3,3,3,5,3,3,3,1,2,2,3,4,4,4,1,3,2,1,2,1,2,84047
1,1,4,4,4,4,4,4,4,2,3,2,3,5,5,5,5,2,3,1,5,4,4,4,4,4,1,4,1,1,2,5,2,84121
1,1,2,2,4,4,5,4,4,2,2,4,3,2,4,4,4,5,3,1,2,3,3,3,4,2,1,4,2,2,2,1,2,84020
1,1,3,2,4,3,4,4,4,2,3,3,3,5,4,4,4,4,3,1,1,1,4,3,3,3,2,4,1,2,1,3,4,84121
1,1,2,1,5,3,2,2,5,3,5,5,5,5,5,5,5,5,3,1,3,2,3,1,1,1,2,5,2,2,1,3,4,84117
1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,2,3,3,4,2,2,4,1,2,1,5,3,84117
1,1,3,1,2,2,2,2,5,5,5,5,5,5,4,5,4,5,3,1,3,2,4,3,3,2,2,3,1,2,1,5,2,84121
1,1,,4,5,5,5,5,5,2,1,2,3,5,4,4,4,3,3,1,3,1,1,1,1,1,2,5,1,2,1,4,2,84121
1,1,3,1,5,6,4,3,3,2,3,3,1,1,1,2,2,1,3,1,1,2,4,2,3,2,1,5,1,2,2,4,2,84106
1,1,4,3,5,6,5,6,3,3,3,4,2,4,4,2,2,1,3,1,2,1,3,2,2,1,1,5,2,2,1,2,3,84093
1,1,2,,4,2,3,3,4,3,3,4,3,4,4,4,3,4,3,1,1,1,3,3,3,4,1,5,1,1,1,4,2,84092
1,1,2,2,4,6,4,3,4,3,3,3,2,4,4,4,4,2,3,1,4,2,4,3,3,2,1,4,2,2,1,2,3,84121
1,1,2,1,4,2,2,1,5,2,4,5,5,5,5,5,5,5,3,1,3,3,4,4,4,4,1,3,1,1,2,5,3,84121
1,1,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,3,1,2,4,4,4,4,4,1,5,2,2,2,1,3,84121
1,1,2,1,2,3,3,3,5,1,4,5,4,4,5,5,5,3,3,1,1,3,3,3,3,1,1,3,1,2,1,1,2,84121
1,1,1,1,5,6,5,5,2,3,1,3,3,5,5,5,1,1,3,1,1,1,4,1,4,4,1,5,2,1,2,1,2,84121
1,1,4,2,5,6,4,4,4,3,4,3,4,4,4,4,3,3,3,1,1,1,4,2,3,2,2,4,1,2,2,5,3,84123
1,1,2,1,3,4,5,6,4,2,3,3,4,5,4,4,4,5,3,2,,1,4,1,4,3,1,4,1,2,1,3,3,84121
1,1,1,1,2,2,4,2,5,2,5,5,5,4,3,4,5,4,3,2,,3,4,2,4,3,2,3,1,2,1,3,4,84121
1,1,2,2,6,6,4,3,4,3,4,4,4,5,3,3,3,4,3,1,2,3,3,3,2,3,2,4,2,1,2,2,3,84121
1,1,2,1,5,6,2,2,5,3,4,4,5,5,3,5,3,5,3,1,1,1,2,1,3,1,1,4,2,2,1,2,3,84121
1,1,2,4,5,5,5,5,4,2,2,3,3,4,4,3,2,3,3,1,2,1,2,1,2,1,2,4,2,2,2,2,2,84606
1,1,4,1,6,6,5,4,5,3,5,3,5,5,3,5,3,5,3,2,,3,3,3,3,3,1,5,2,2,1,5,2,84098
1,1,5,1,3,,4,5,5,5,5,5,5,5,5,5,5,5,3,1,1,,,,,,1,4,1,1,2,5,3,
1,1,4,2,4,3,5,5,3,3,2,4,3,5,4,5,5,3,3,1,3,1,3,2,1,1,2,5,1,2,2,4,4,84121
1,1,1,1,2,3,3,3,5,5,5,5,5,5,5,5,5,5,2,1,1,1,4,2,4,1,1,2,2,2,1,2,2,84121
1,1,3,2,4,5,5,4,4,4,3,2,3,4,4,4,2,3,2,1,2,3,3,1,2,1,1,4,2,2,1,2,2,84121
1,1,1,1,5,6,4,6,5,4,3,4,4,5,5,5,4,5,2,1,1,1,4,4,4,4,2,4,2,2,1,2,3,84121
1,1,2,2,3,3,2,2,4,4,4,4,4,4,4,4,4,4,2,1,1,3,3,2,3,3,1,3,1,2,1,2,2,84121
1,1,2,3,4,3,5,3,3,3,2,3,3,5,4,3,3,3,2,1,1,3,4,2,3,3,1,4,1,2,2,2,3,84121
1,1,1,1,6,6,6,,5,3,5,5,5,5,3,3,3,3,2,2,,3,4,2,4,3,1,1,1,2,1,3,1,84121
1,1,2,1,4,3,3,3,5,4,5,4,4,5,4,4,5,5,2,2,,3,4,4,2,3,1,4,2,1,2,1,3,84121
1,1,1,1,1,2,1,1,3,1,5,1,3,5,3,3,5,3,2,1,1,2,4,3,4,3,1,3,1,1,2,1,2,84119
1,1,2,2,5,6,6,5,4,4,4,4,5,5,5,5,5,5,2,1,1,2,4,3,4,2,1,5,1,2,1,5,3,84093
1,1,1,1,2,2,2,3,5,2,5,5,5,5,5,5,3,5,2,1,2,1,3,1,2,1,1,3,2,1,2,2,2,84601
1,1,3,2,2,2,4,2,4,4,4,4,3,4,4,4,4,4,2,2,,2,4,3,3,4,2,2,1,1,1,1,2,84121
1,1,2,2,5,6,4,3,1,1,1,1,1,1,1,1,3,1,2,2,,1,3,1,2,1,1,4,,2,2,1,1,84121
1,1,2,2,5,5,5,5,4,2,2,3,3,3,4,2,4,4,2,1,3,3,4,2,4,1,1,4,1,2,1,4,2,84047
1,1,,,,,,2,,,,,,,,,,,2,1,,,1,,1,,,,,,,,,
1,1,1,1,4,4,4,3,5,2,5,5,3,5,4,3,4,5,2,1,1,,4,4,4,4,1,5,2,1,1,1,3,84121
1,1,4,2,5,6,5,3,4,2,3,3,4,3,5,3,3,2,2,1,1,1,1,2,2,3,1,5,1,2,1,5,2,84121
1,1,2,2,4,3,4,3,4,2,3,3,3,4,3,3,2,4,2,1,2,4,3,3,2,1,1,4,2,2,2,1,2,84121
1,1,2,1,3,2,5,3,5,4,5,5,3,5,5,4,4,5,2,1,1,2,3,2,3,1,2,3,1,1,1,2,2,84117
1,1,4,3,4,3,2,3,4,2,3,3,5,3,3,3,3,3,2,1,1,1,3,4,2,3,1,3,1,1,2,1,2,84121
1,1,3,2,3,4,4,4,2,3,5,3,4,4,5,5,5,5,2,1,1,1,1,1,4,1,1,3,1,2,1,3,2,84121
1,1,3,2,5,4,4,4,5,3,4,5,5,5,3,5,5,5,2,1,2,2,4,2,1,3,2,5,2,2,1,1,2,84121
1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,,3,2,3,3,2,1,3,2,2,2,2,2,84121
1,1,5,5,5,5,5,5,3,3,4,4,3,3,3,3,3,2,1,1,2,4,4,2,1,2,1,5,2,2,1,1,2,84121
1,1,3,4,3,6,6,6,5,2,5,5,5,5,5,5,5,5,1,1,4,4,4,4,4,1,1,5,1,2,1,4,2,84121
1,1,3,1,5,6,2,6,1,1,1,3,1,4,1,4,3,4,1,1,5,1,3,1,3,1,1,5,2,2,2,1,2,
1,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,4,1,4,3,1,5,2,2,2,1,2,84121
1,1,1,1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,1,1,2,4,4,4,4,4,2,3,1,1,1,1,3,84115
1,1,3,2,5,3,3,3,4,4,4,4,4,4,4,4,4,4,1,2,,1,1,1,1,1,2,1,2,2,1,1,3,
1,1,3,3,5,6,4,4,3,1,3,4,3,5,5,4,4,4,1,1,1,1,3,2,2,2,2,4,1,2,1,1,4,84121
1,1,3,2,6,6,4,4,1,3,5,5,5,5,5,5,5,5,1,1,2,1,4,1,4,1,2,1,2,2,1,1,2,84121
1,1,4,2,2,6,6,6,5,3,2,2,3,5,5,5,5,4,1,1,1,1,3,1,3,3,2,4,1,2,1,2,4,84121
1,1,2,2,4,4,3,3,4,3,4,2,4,4,4,4,4,3,1,1,3,3,4,3,2,3,1,4,1,1,2,2,3,84101
1,1,3,3,4,4,3,2,4,2,3,2,4,5,5,5,3,2,1,1,2,4,4,4,1,4,1,5,2,2,1,1,2,84094
1,1,3,1,5,3,3,3,3,3,3,3,3,5,5,5,5,4,1,1,1,4,4,4,4,4,1,4,1,2,1,1,1,84121
1,1,3,1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,1,1,,2,4,1,2,1,1,5,1,2,1,5,3,84121
1,1,2,2,5,6,3,4,3,2,1,3,3,5,5,5,3,3,1,1,1,3,1,1,1,1,1,5,2,2,1,1,1,84121
1,1,4,4,5,4,4,4,2,2,2,2,2,2,2,3,4,2,1,2,,3,4,3,2,3,1,5,2,2,2,1,3,84093
1,1,4,3,5,5,5,5,5,2,3,3,3,5,3,3,4,5,1,1,1,3,4,4,4,2,2,4,1,2,1,5,4,84121
1,1,1,1,4,6,1,6,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3,1,3,1,1,4,2,2,1,1,2,84403
1,1,5,3,5,3,4,2,2,2,2,1,1,5,4,2,3,3,1,1,1,4,3,4,3,1,1,5,1,2,2,1,2,84121
1,1,3,3,2,3,4,4,5,3,5,4,4,5,5,5,5,5,1,2,,2,4,3,4,3,1,4,1,2,1,1,2,84101
1,1,3,4,5,6,5,6,3,2,1,1,1,5,5,5,5,4,1,1,1,3,3,3,3,2,1,5,2,2,1,2,2,84117
1,1,3,3,5,3,5,5,4,,2,5,3,5,5,5,2,3,1,2,,3,3,2,3,3,2,3,1,1,2,2,3,84101
1,1,2,1,3,6,6,6,3,3,2,3,1,5,4,4,4,4,1,1,1,2,3,2,2,1,1,4,1,2,2,1,1,84121
1,1,2,2,5,5,6,6,4,3,2,5,4,5,5,4,3,4,1,1,2,2,3,1,1,1,1,5,2,2,1,1,2,84121
1,1,4,3,5,6,6,3,3,2,2,2,1,3,3,3,1,5,1,1,1,3,3,1,4,3,1,5,1,2,1,1,2,84121
1,1,4,2,5,5,5,,5,5,5,4,5,4,5,4,3,3,1,1,3,2,2,1,2,1,1,4,1,2,1,5,1,84094
1,1,3,2,2,6,6,6,4,3,4,4,4,5,4,5,5,4,1,1,2,1,4,1,2,2,1,2,2,1,1,,,84117
1,1,4,4,5,,4,4,2,1,2,2,2,2,2,2,2,2,1,1,2,3,4,3,4,1,2,4,2,2,1,1,2,84121
1,1,4,4,5,3,4,5,2,2,2,4,3,5,4,4,3,2,1,1,1,1,3,3,2,1,1,4,1,2,2,1,2,84121
1,1,2,4,5,2,5,5,4,1,5,5,5,5,5,5,5,5,1,1,1,2,3,2,4,3,2,3,2,2,1,1,2,84121
1,1,4,2,5,6,6,6,4,1,3,4,3,4,5,5,2,4,1,1,2,1,3,1,1,1,1,5,2,1,2,4,2,84601
1,1,2,,4,3,4,4,5,2,2,5,4,5,5,5,5,5,1,1,2,1,3,1,1,4,1,5,2,2,2,1,1,84121
1,1,2,4,3,6,6,6,4,3,4,3,3,4,4,4,4,4,1,2,,1,2,1,1,1,1,4,1,1,1,3,4,84121
1,1,3,2,4,4,2,3,4,4,5,4,4,4,4,4,4,4,1,1,1,4,3,3,4,2,1,5,1,2,1,2,2,84121
1,1,,,5,5,5,3,4,2,2,4,3,5,1,5,3,3,1,1,1,3,4,4,3,3,1,4,1,2,2,1,3,84121
1,1,3,1,5,6,3,3,5,1,4,3,5,5,5,5,5,5,1,1,1,2,4,3,4,3,2,4,1,2,2,5,4,84121
1,1,3,2,3,3,3,5,3,4,4,4,5,5,5,4,4,4,,1,3,1,2,1,2,1,1,3,2,2,1,3,1,84121
1,1,3,1,5,5,5,3,5,2,2,3,4,5,5,5,3,4,,1,3,1,2,1,2,1,2,4,1,2,2,5,4,84121
1,1,2,2,2,6,4,2,5,1,5,3,3,4,3,2,2,1,,1,1,3,3,1,3,3,2,5,1,2,2,4,3,84121
1,1,1,1,4,3,5,2,5,3,4,4,3,5,5,5,5,5,5,1,2,1,4,4,2,1,1,4,2,2,1,1,3,84106
1,1,5,5,5,5,5,5,2,2,2,3,3,5,5,2,3,3,5,1,1,1,3,1,2,3,1,4,1,2,2,3,2,84105
1,1,4,1,4,6,4,2,5,2,4,4,4,5,3,4,4,5,5,1,1,1,3,1,3,1,2,4,1,2,2,5,2,84105
1,1,2,1,5,5,5,2,5,5,2,5,5,5,5,5,5,5,5,1,1,2,4,3,4,1,1,4,1,2,2,4,3,84108
1,1,2,1,5,3,4,3,3,1,3,3,2,5,5,5,4,4,5,1,2,1,4,1,4,3,2,4,2,2,2,2,1,84075
1,1,3,2,4,2,4,4,4,3,4,4,4,4,5,5,5,3,5,1,1,3,3,2,4,3,1,5,2,2,2,1,2,84115
1,1,2,3,4,3,5,4,5,3,4,3,4,5,5,5,5,5,5,1,1,4,4,2,3,3,2,4,1,2,2,1,2,84115
1,1,1,1,5,6,6,6,5,2,2,3,4,5,5,5,4,3,5,1,1,1,2,1,4,1,1,5,1,2,1,3,2,84105
1,1,4,2,5,5,5,3,4,2,3,3,4,5,3,4,4,5,5,1,1,1,3,1,2,1,2,3,1,2,2,5,2,84102
1,1,1,1,5,5,5,5,5,3,3,5,5,5,3,3,3,5,5,1,1,1,3,2,4,1,1,5,1,2,1,4,4,84105
1,1,2,1,5,6,4,4,4,2,2,2,5,5,5,5,5,5,5,1,4,1,3,3,1,1,2,5,1,2,1,4,3,84105
1,1,1,1,4,4,5,4,4,2,5,4,3,2,4,5,5,4,5,1,1,4,4,4,4,4,2,4,1,2,2,2,4,84105
1,1,4,2,4,,,,5,3,3,5,5,5,5,5,5,5,5,1,1,1,4,1,1,1,2,4,1,2,2,5,3,84105
1,1,4,2,5,6,5,4,3,1,1,1,1,5,3,3,4,5,5,1,1,2,4,3,4,1,2,5,1,1,2,3,4,84115
1,1,4,2,5,3,4,4,5,3,4,4,4,5,5,5,5,5,5,1,1,1,3,1,4,1,2,3,1,2,2,5,4,84103
1,1,4,4,4,2,5,3,5,3,5,5,5,5,5,5,5,5,5,1,1,1,4,4,4,1,2,5,2,1,2,1,2,84105
1,1,3,2,4,3,2,2,5,3,5,5,5,4,4,5,4,5,5,1,1,2,4,4,2,4,1,5,1,2,2,1,2,84302
1,1,5,5,5,6,5,6,1,1,1,5,,5,5,5,5,5,5,1,1,2,4,2,4,2,1,1,1,1,1,5,2,84105
1,1,,,,,,,1,1,5,5,5,5,5,5,5,5,5,1,1,,,,,,1,4,1,2,1,4,2,84105
1,1,5,2,5,5,5,5,5,1,5,1,3,5,5,3,5,5,5,1,3,1,1,1,4,1,2,3,1,1,2,5,4,84103
1,1,3,2,3,3,5,2,3,2,4,2,3,5,4,4,3,4,5,1,2,3,4,1,3,2,1,4,2,1,2,2,2,84105
1,1,3,1,5,3,5,4,5,3,3,5,4,5,5,4,5,4,5,1,1,2,2,4,3,3,1,4,1,2,2,2,3,84105
1,1,2,2,3,3,4,2,4,2,4,5,2,5,3,5,2,5,5,1,1,1,4,4,4,1,1,5,1,2,1,2,3,84105
1,1,1,1,2,2,3,2,5,2,5,5,5,5,5,5,5,5,5,1,1,1,4,1,4,1,2,3,1,1,2,4,4,84105
1,1,2,2,3,3,5,4,3,3,2,3,3,4,4,4,3,4,5,1,1,3,4,4,4,3,2,4,1,2,2,3,2,84105
1,1,1,1,5,4,5,3,5,4,5,4,5,5,5,5,5,4,5,2,,1,4,1,4,1,1,4,1,2,2,5,4,84105
1,1,,,6,3,6,6,5,5,4,1,5,5,3,4,1,4,5,1,1,2,2,2,4,4,2,3,1,1,1,5,4,84108
1,1,1,,2,,,,4,1,3,1,5,5,5,5,5,5,5,1,2,1,3,1,1,1,1,3,2,1,2,5,2,84105
1,1,3,2,5,3,2,2,4,3,2,5,3,5,5,5,5,5,5,1,1,2,4,3,3,1,2,5,2,2,1,3,4,84105
1,1,3,3,5,6,6,5,5,5,5,5,3,5,3,5,5,1,5,1,1,1,3,1,4,1,2,5,1,2,2,5,1,84105
1,1,1,,5,,,,5,,,,,,,,,,5,1,1,2,4,2,4,2,2,3,1,,2,,3,84115
1,1,3,2,3,3,3,3,5,3,5,3,3,5,5,5,4,4,5,1,1,2,4,1,3,1,1,4,1,2,1,2,1,84115
1,1,3,1,6,6,4,6,5,5,5,5,5,5,5,5,5,5,5,2,,1,3,3,4,2,2,5,1,2,1,3,4,84105
1,1,2,1,5,3,3,3,2,2,2,4,4,4,4,4,4,5,5,1,1,3,3,2,3,3,1,3,1,2,2,4,1,84105
1,1,3,2,2,6,2,2,5,2,4,5,3,4,4,4,2,3,5,1,5,1,4,1,3,1,2,4,1,2,2,2,2,84115
1,1,3,3,5,6,5,5,5,3,5,5,5,5,2,2,4,3,5,1,1,1,1,1,4,1,1,5,1,2,1,2,2,84105
1,1,2,1,4,3,4,5,5,2,2,4,3,5,3,4,1,5,5,2,,1,4,1,1,1,2,3,2,2,2,1,3,84105
1,1,1,1,4,4,4,2,5,3,5,5,5,5,5,5,5,5,5,1,1,2,4,1,4,3,1,4,1,1,1,5,2,84105
1,1,2,1,5,4,2,2,4,2,3,2,3,5,4,4,5,5,5,1,1,1,3,1,3,1,2,5,1,2,2,4,3,84105
1,1,5,,3,3,2,2,5,3,5,2,5,5,5,5,5,5,5,2,,1,3,2,4,1,2,4,1,2,1,3,2,84105
1,1,2,1,3,3,3,3,5,3,3,3,5,5,5,5,5,3,5,1,1,3,4,2,4,4,1,4,1,2,2,5,3,84403
1,1,2,1,5,6,5,5,5,2,2,5,5,4,4,4,5,5,5,1,1,1,2,1,3,2,1,3,1,2,1,5,4,84105
1,1,1,1,4,4,4,4,5,3,2,4,3,3,3,3,3,3,5,1,1,1,4,1,4,1,1,4,1,2,2,4,2,84105
1,1,3,3,3,3,3,3,4,4,4,3,3,5,5,5,4,5,5,1,1,3,4,3,4,3,1,4,1,2,1,2,3,84105
